Unidade-Preset;CodCentro;NomeCentro;NomeIlha;TipoIlha;Qtd_Baias;Preset;Produto_agrupado
BABET-PRESET-01;5025;BABET;Ilha-01;B;1;PRESET-01;GASOLINA C
BABET-PRESET-02;5025;BABET;Ilha-01;B;1;PRESET-02;ETANOL HIDRATADO
BABET-PRESET-03;5025;BABET;Ilha-01;B;1;PRESET-03;DIESEL B S10
BABET-PRESET-04;5025;BABET;Ilha-02;T;2;PRESET-04;GASOLINA C
BABET-PRESET-05;5025;BABET;Ilha-02;T;2;PRESET-05;ETANOL HIDRATADO
BABET-PRESET-06;5025;BABET;Ilha-02;T;2;PRESET-06;DIESEL B S500
BABET-PRESET-07;5025;BABET;Ilha-03;T;2;PRESET-07;GASOLINA C
BABET-PRESET-08;5025;BABET;Ilha-03;T;2;PRESET-08;ETANOL HIDRATADO
BABET-PRESET-09;5025;BABET;Ilha-03;T;2;PRESET-09;DIESEL B S500
BABET-PRESET-10;5025;BABET;Ilha-04;T;2;PRESET-10;GASOLINA C
BABET-PRESET-11;5025;BABET;Ilha-04;T;2;PRESET-11;ETANOL HIDRATADO
BABET-PRESET-12;5025;BABET;Ilha-04;T;2;PRESET-12;DIESEL B S10
BABET-PRESET-13;5025;BABET;Ilha-05;T;2;PRESET-13;GASOLINA C
BABET-PRESET-14;5025;BABET;Ilha-05;T;2;PRESET-14;ETANOL HIDRATADO
BABET-PRESET-15;5025;BABET;Ilha-05;T;2;PRESET-15;DIESEL B S10
BABET-PRESET-16;5025;BABET;Ilha-06;T;2;PRESET-16;ETANOL HIDRATADO
BABET-PRESET-17;5025;BABET;Ilha-06;T;2;PRESET-17;GASOLINA C
BABET-PRESET-18;5025;BABET;Ilha-06;T;2;PRESET-18;DIESEL B S10
BABET-PRESET-19;5025;BABET;Ilha-07;T;2;PRESET-19;DIESEL B S10
BABET-PRESET-20;5025;BABET;Ilha-07;T;2;PRESET-20;GASOLINA C
BABET-PRESET-21;5025;BABET;Ilha-07;T;2;PRESET-21;DIESEL B S500
BABET-PRESET-22;5025;BABET;Ilha-08;T;2;PRESET-22;DIESEL B S500
BABET-PRESET-23;5025;BABET;Ilha-08;T;2;PRESET-23;JET-A
BABET-PRESET-24;5025;BABET;Ilha-08;T;2;PRESET-24;DIESEL B S10
BABET-PRESET-25;5025;BABET;Ilha-09;T;2;PRESET-25;JET-A
BABET-PRESET-26;5025;BABET;Ilha-09;T;2;PRESET-26;JET-A
BABET-PRESET-27;5025;BABET;Ilha-10;T;2;PRESET-27;GASOLINA PODIUM
BABET-PRESET-28;5025;BABET;Ilha-10;T;2;PRESET-28;DIESEL B S10
BABET-PRESET-29;5025;BABET;Ilha-10;T;2;PRESET-29;DIESEL B S10
BABET-PRESET-32;5025;BABET;Ilha-11;D;2;PRESET-32;ETANOL HIDRATADO
BABET-PRESET-33;5025;BABET;Ilha-11;D;2;PRESET-33;ETANOL HIDRATADO
BABET-PRESET-30;5025;BABET;Ilha-12;D;2;PRESET-30;ETANOL HIDRATADO
BABET-PRESET-31;5025;BABET;Ilha-12;D;2;PRESET-31;ETANOL ANIDRO
BABET-PRESET-36;5025;BABET;Ilha-D B100;D;1;PRESET-36;BIODIESEL B100
BABET-PRESET-34;5025;BABET;Ilha-E25 e 26;T;2;PRESET-34;PRODUTO NÃO DETECTADO
BABET-PRESET-35;5025;BABET;Ilha-E25 e 26;T;2;PRESET-35;PRODUTO NÃO DETECTADO
BABRAS-PRESET-01;5012;BABRAS;Ilha 1;T;2;PRESET-01;GASOLINA C
BABRAS-PRESET-02;5012;BABRAS;Ilha 1;T;2;PRESET-02;DIESEL B S10
BABRAS-PRESET-03;5012;BABRAS;Ilha 1;T;2;PRESET-03;DIESEL B S500
BABRAS-PRESET-19;5012;BABRAS;Ilha 10;T;2;PRESET-19;BIODIESEL B100
BABRAS-PRESET-26;5012;BABRAS;Ilha 14;B;1;PRESET-26;PRODUTO NÃO DETECTADO
BABRAS-PRESET-25;5012;BABRAS;Ilha 15;B;1;PRESET-25;PRODUTO NÃO DETECTADO
BABRAS-PRESET-23;5012;BABRAS;Ilha 16;B;2;PRESET-23;JET-A
BABRAS-PRESET-24;5012;BABRAS;Ilha 16;B;2;PRESET-24;JET-A
BABRAS-PRESET-21;5012;BABRAS;Ilha 17;B;2;PRESET-21;JET-A
BABRAS-PRESET-22;5012;BABRAS;Ilha 17;B;2;PRESET-22;JET-A
BABRAS-PRESET-04;5012;BABRAS;Ilha 2;T;2;PRESET-04;GASOLINA C
BABRAS-PRESET-05;5012;BABRAS;Ilha 2;T;2;PRESET-05;DIESEL B S10
BABRAS-PRESET-06;5012;BABRAS;Ilha 2;T;2;PRESET-06;DIESEL B S500
BABRAS-PRESET-07;5012;BABRAS;Ilha 3;T;2;PRESET-07;GASOLINA C
BABRAS-PRESET-08;5012;BABRAS;Ilha 3;T;2;PRESET-08;DIESEL B S10
BABRAS-PRESET-09;5012;BABRAS;Ilha 3;T;2;PRESET-09;ETANOL HIDRATADO
BABRAS-PRESET-10;5012;BABRAS;Ilha 4;T;2;PRESET-10;GASOLINA C
BABRAS-PRESET-11;5012;BABRAS;Ilha 4;T;2;PRESET-11;DIESEL B S10 GRID
BABRAS-PRESET-12;5012;BABRAS;Ilha 4;T;2;PRESET-12;ETANOL GRID
BABRAS-PRESET-13;5012;BABRAS;Ilha 5;T;2;PRESET-13;GASOLINA C
BABRAS-PRESET-14;5012;BABRAS;Ilha 5;T;2;PRESET-14;DIESEL B S10 GRID
BABRAS-PRESET-15;5012;BABRAS;Ilha 5;T;2;PRESET-15;ETANOL GRID
BABRAS-PRESET-16;5012;BABRAS;Ilha 6;B;2;PRESET-16;GASOLINA PODIUM
BABRAS-PRESET-17;5012;BABRAS;Ilha 6;B;2;PRESET-17;DIESEL B S10
BABRAS-PRESET-18;5012;BABRAS;Ilha 6;B;2;PRESET-18;GASOLINA C
BABRAS-PRESET-35;5012;BABRAS;Ilha 8;T;2;PRESET-35;ETANOL HIDRATADO
BABRAS-PRESET-20;5012;BABRAS;Ilha 9;T;2;PRESET-20;DIESEL B S500
BABRAS-PRESET-27;5012;BABRAS;SKID_Alc1;D;2;PRESET-27;ETANOL ANIDRO
BABRAS-PRESET-28;5012;BABRAS;SKID_Alc1;D;2;PRESET-28;ETANOL HIDRATADO
BABRAS-PRESET-29;5012;BABRAS;SKID_Alc2;D;2;PRESET-29;ETANOL HIDRATADO
BABRAS-PRESET-30;5012;BABRAS;SKID_Die;D;2;PRESET-30;PRODUTO NÃO DETECTADO
BABRAS-PRESET-31;5012;BABRAS;SKID_QAV;D;2;PRESET-31;JET-A
BABRAS-PRESET-32;5012;BABRAS;SKID_QAV;D;2;PRESET-32;PRODUTO NÃO DETECTADO
BABRAS-PRESET-33;5012;BABRAS;SKID_S10;D;1;PRESET-33;PRODUTO NÃO DETECTADO
BABRAS-PRESET-34;5012;BABRAS;SKID_S10;D;1;PRESET-34;PRODUTO NÃO DETECTADO
BACAD-PRESET-17;5261;BACAD;DES1;D;2;PRESET-17;GASOLINA A
BACAD-PRESET-18;5261;BACAD;DES1;D;2;PRESET-18;ETANOL HIDRATADO
BACAD-PRESET-19;5261;BACAD;DES2;D;2;PRESET-19;GASOLINA A
BACAD-PRESET-20;5261;BACAD;DES2;D;2;PRESET-20;DIESEL A S10
BACAD-PRESET-21;5261;BACAD;DES3;D;2;PRESET-21;DIESEL A S500
BACAD-PRESET-22;5261;BACAD;DES3;D;2;PRESET-22;DIESEL A S10
BACAD-PRESET-01;5261;BACAD;IB2;B;2;PRESET-01;DIESEL B S10
BACAD-PRESET-02;5261;BACAD;IB2;B;2;PRESET-02;PRODUTO NÃO DETECTADO
BACAD-PRESET-03;5261;BACAD;IB2;B;2;PRESET-03;ETANOL HIDRATADO
BACAD-PRESET-04;5261;BACAD;IB2;B;2;PRESET-04;DIESEL B S10
BACAD-PRESET-05;5261;BACAD;IB3;T;2;PRESET-05;DIESEL B S10
BACAD-PRESET-06;5261;BACAD;IB3;T;2;PRESET-06;GASOLINA C
BACAD-PRESET-07;5261;BACAD;IB3;T;2;PRESET-07;ETANOL HIDRATADO
BACAD-PRESET-08;5261;BACAD;IB3;T;2;PRESET-08;GASOLINA PODIUM
BACAD-PRESET-09;5261;BACAD;IB4;T;2;PRESET-09;DIESEL B S500
BACAD-PRESET-10;5261;BACAD;IB4;T;2;PRESET-10;GASOLINA C
BACAD-PRESET-11;5261;BACAD;IB4;T;2;PRESET-11;ETANOL GRID
BACAD-PRESET-12;5261;BACAD;IB4;T;2;PRESET-12;DIESEL B S10
BACAD-PRESET-13;5261;BACAD;IB5;T;2;PRESET-13;DIESEL B S500
BACAD-PRESET-14;5261;BACAD;IB5;T;2;PRESET-14;GASOLINA C
BACAD-PRESET-15;5261;BACAD;IB5;T;2;PRESET-15;ETANOL GRID
BACAD-PRESET-16;5261;BACAD;IB5;T;2;PRESET-16;DIESEL B S10
BACAI-PRESET-13;5330;BACAI;Descarga;D;1;PRESET-13;PRODUTO NÃO DETECTADO
BACAI-PRESET-14;5330;BACAI;Descarga;D;1;PRESET-14;BIODIESEL B100
BACAI-PRESET-01;5330;BACAI;ILHA 1;T;2;PRESET-01;DIESEL B S500
BACAI-PRESET-02;5330;BACAI;ILHA 1;T;2;PRESET-02;DIESEL B S10
BACAI-PRESET-03;5330;BACAI;ILHA 1;T;2;PRESET-03;PRODUTO NÃO DETECTADO
BACAI-PRESET-04;5330;BACAI;ILHA 1;T;2;PRESET-04;GASOLINA C
BACAI-PRESET-05;5330;BACAI;ILHA 2;T;2;PRESET-05;PRODUTO NÃO DETECTADO
BACAI-PRESET-06;5330;BACAI;ILHA 2;T;2;PRESET-06;DIESEL B S500
BACAI-PRESET-07;5330;BACAI;ILHA 2;T;2;PRESET-07;GASOLINA PODIUM
BACAI-PRESET-08;5330;BACAI;ILHA 2;T;2;PRESET-08;GASOLINA C
BACAI-PRESET-09;5330;BACAI;ILHA 3;T;2;PRESET-09;DIESEL B S500
BACAI-PRESET-10;5330;BACAI;ILHA 3;T;2;PRESET-10;DIESEL B S10
BACAI-PRESET-11;5330;BACAI;ILHA 3;T;2;PRESET-11;ETANOL HIDRATADO
BACAI-PRESET-12;5330;BACAI;ILHA 3;T;2;PRESET-12;GASOLINA C
BACAJ-X;0;BACAJ;X;X;2;X;PRODUTO NÃO DETECTADO
BACAM-PRESET-1D;5272;BACAM;PLECT 1;T;2;PRESET-1D;PRODUTO NÃO DETECTADO
BACAM-PRESET-1E;5272;BACAM;PLECT 1;T;2;PRESET-1E;PRODUTO NÃO DETECTADO
BACAM-PRESET-2D;5272;BACAM;PLECT 2;T;2;PRESET-2D;PRODUTO NÃO DETECTADO
BACAM-PRESET-2E;5272;BACAM;PLECT 2;T;2;PRESET-2E;PRODUTO NÃO DETECTADO
BACAM-PRESET-3D;5272;BACAM;PLECT 3;T;2;PRESET-3D;PRODUTO NÃO DETECTADO
BACAM-PRESET-3E;5272;BACAM;PLECT 3;T;2;PRESET-3E;PRODUTO NÃO DETECTADO
BACAM-PRESET-4D;5272;BACAM;PLECT 4;T;2;PRESET-4D;PRODUTO NÃO DETECTADO
BACAM-PRESET-4E;5272;BACAM;PLECT 4;T;2;PRESET-4E;PRODUTO NÃO DETECTADO
BACRO-11;5265;BACRO;ilha1;T;2;11;PRODUTO NÃO DETECTADO
BACRO-12;5265;BACRO;ilha1;T;2;12;PRODUTO NÃO DETECTADO
BACUB-PRESET-01;5101;BACUB;Ilha 1;B;2;PRESET-01;PRODUTOS QUIMICOS
BACUB-PRESET-02;5101;BACUB;Ilha 1;B;2;PRESET-02;PRODUTOS QUIMICOS
BACUB-PRESET-19;5101;BACUB;Ilha 10;B;2;PRESET-19;GASOLINA C
BACUB-PRESET-20;5101;BACUB;Ilha 10;B;2;PRESET-20;DIESEL B S10
BACUB-PRESET-21;5101;BACUB;Ilha 10;B;2;PRESET-21;ETANOL HIDRATADO
BACUB-PRESET-03;5101;BACUB;Ilha 2;B;2;PRESET-03;OUTROS
BACUB-PRESET-04;5101;BACUB;Ilha 2;B;2;PRESET-04;OUTROS
BACUB-PRESET-26;5101;BACUB;Ilha 2;B;2;PRESET-26;GASOLINA A
BACUB-PRESET-05;5101;BACUB;Ilha 3;B;2;PRESET-05;PRODUTOS QUIMICOS
BACUB-PRESET-06;5101;BACUB;Ilha 3;B;2;PRESET-06;DIESEL B S500
BACUB-PRESET-07;5101;BACUB;Ilha 3;B;2;PRESET-07;DIESEL MARITIMO
BACUB-PRESET-08;5101;BACUB;Ilha 4;B;2;PRESET-08;GASOLINA PODIUM
BACUB-PRESET-09;5101;BACUB;Ilha 4;B;2;PRESET-09;GASOLINA A
BACUB-PRESET-22;5101;BACUB;Ilha 5;T;0;PRESET-22;PRODUTO NÃO DETECTADO
BACUB-PRESET-23;5101;BACUB;Ilha 5;T;0;PRESET-23;PRODUTO NÃO DETECTADO
BACUB-PRESET-10;5101;BACUB;Ilha 7;B;1;PRESET-10;GASOLINA C
BACUB-PRESET-11;5101;BACUB;Ilha 7;B;1;PRESET-11;ETANOL HIDRATADO
BACUB-PRESET-12;5101;BACUB;Ilha 7;B;1;PRESET-12;DIESEL B S500
BACUB-PRESET-24;5101;BACUB;Ilha 7;B;1;PRESET-24;DIESEL B S10
BACUB-PRESET-13;5101;BACUB;Ilha 8;B;2;PRESET-13;GASOLINA C
BACUB-PRESET-14;5101;BACUB;Ilha 8;B;2;PRESET-14;DIESEL B S10
BACUB-PRESET-15;5101;BACUB;Ilha 8;B;2;PRESET-15;DIESEL B S500
BACUB-PRESET-25;5101;BACUB;Ilha 8;B;2;PRESET-25;DIESEL B S10
BACUB-PRESET-16;5101;BACUB;Ilha 9;B;1;PRESET-16;DIESEL B S10
BACUB-PRESET-17;5101;BACUB;Ilha 9;B;1;PRESET-17;GASOLINA C
BACUB-PRESET-18;5101;BACUB;Ilha 9;B;1;PRESET-18;ETANOL HIDRATADO
BACUB-PRESET-27;5101;BACUB;SK1;D;2;PRESET-27;ETANOL HIDRATADO
BACUB-PRESET-28;5101;BACUB;SK2;D;2;PRESET-28;ETANOL ANIDRO
BACUB-PRESET-29;5101;BACUB;SK3;D;2;PRESET-29;ETANOL HIDRATADO
BACUB-PRESET-30;5101;BACUB;SK4;D;2;PRESET-30;ETANOL HIDRATADO
BACUB-PRESET-31;5101;BACUB;SK5;D;2;PRESET-31;BIODIESEL B100
BACUB-PRESET-32;5101;BACUB;SK6;D;2;PRESET-32;PRODUTO NÃO DETECTADO
BACUB-PRESET-33;5101;BACUB;SK7;D;2;PRESET-33;BIODIESEL B100
BADEN-PRESET-01;5174;BADEN;ILHA-01;B;2;PRESET-01;GASOLINA C
BADEN-PRESET-02;5174;BADEN;ILHA-01;B;2;PRESET-02;ETANOL HIDRATADO
BADEN-PRESET-03;5174;BADEN;ILHA-01;B;2;PRESET-03;DIESEL B S500
BADEN-PRESET-04;5174;BADEN;ILHA-01;B;2;PRESET-04;DIESEL B S10
BADEN-PRESET-05;5174;BADEN;ILHA-01;B;2;PRESET-05;DIESEL B S10
BADEN-PRESET-06;5174;BADEN;ILHA-02;T;2;PRESET-06;DIESEL B S10
BADEN-PRESET-07;5174;BADEN;ILHA-02;T;2;PRESET-07;ETANOL HIDRATADO
BADEN-PRESET-08;5174;BADEN;ILHA-02;T;2;PRESET-08;DIESEL B S500
BADEN-PRESET-09;5174;BADEN;ILHA-02;T;2;PRESET-09;GASOLINA C
BADEN-PRESET-10;5174;BADEN;ILHA-02;T;2;PRESET-10;DIESEL B S10
BADEN-PRESET-11;5174;BADEN;ILHA-03;B;2;PRESET-11;GASOLINA PODIUM
BADUC-PRESET-1A;5095;BADUC;ILHA 01 - Descarga;D;2;PRESET-1A;ETANOL ANIDRO
BADUC-PRESET-1B;5095;BADUC;ILHA 01 - Descarga;D;2;PRESET-1B;ETANOL ANIDRO
BADUC-PRESET-2A;5095;BADUC;ILHA 02 - Descarga;D;2;PRESET-2A;BIODIESEL B100
BADUC-PRESET-2B;5095;BADUC;ILHA 02 - Descarga;D;2;PRESET-2B;ETANOL ANIDRO
BADUC-PRESET-3A;5095;BADUC;ILHA 03 - Descarga;D;2;PRESET-3A;BIODIESEL B100
BADUC-PRESET-3B;5095;BADUC;ILHA 03 - Descarga;D;2;PRESET-3B;BIODIESEL B100
BADUC-PRESET-28;5095;BADUC;ILHA-01;B;2;PRESET-28;GASOLINA C
BADUC-PRESET-29;5095;BADUC;ILHA-01;B;2;PRESET-29;DIESEL B S10
BADUC-PRESET-30;5095;BADUC;ILHA-01;B;2;PRESET-30;DIESEL B S500
BADUC-PRESET-31;5095;BADUC;ILHA-01;B;2;PRESET-31;ETANOL HIDRATADO
BADUC-PRESET-32;5095;BADUC;ILHA-02;B;2;PRESET-32;GASOLINA C
BADUC-PRESET-33;5095;BADUC;ILHA-02;B;2;PRESET-33;DIESEL B S10
BADUC-PRESET-34;5095;BADUC;ILHA-02;B;2;PRESET-34;DIESEL B S500
BADUC-PRESET-35;5095;BADUC;ILHA-02;B;2;PRESET-35;ETANOL HIDRATADO
BADUC-PRESET-01;5095;BADUC;ILHA-03;T;2;PRESET-01;GASOLINA C
BADUC-PRESET-02;5095;BADUC;ILHA-03;T;2;PRESET-02;DIESEL MARITIMO
BADUC-PRESET-03;5095;BADUC;ILHA-03;T;2;PRESET-03;ETANOL HIDRATADO
BADUC-PRESET-04;5095;BADUC;ILHA-04;T;2;PRESET-04;GASOLINA C
BADUC-PRESET-05;5095;BADUC;ILHA-04;T;2;PRESET-05;DIESEL B S500
BADUC-PRESET-06;5095;BADUC;ILHA-04;T;2;PRESET-06;ETANOL HIDRATADO
BADUC-PRESET-07;5095;BADUC;ILHA-05;T;2;PRESET-07;GASOLINA C
BADUC-PRESET-08;5095;BADUC;ILHA-05;T;2;PRESET-08;DIESEL B S10
BADUC-PRESET-09;5095;BADUC;ILHA-05;T;2;PRESET-09;ETANOL HIDRATADO
BADUC-PRESET-10;5095;BADUC;ILHA-06;T;2;PRESET-10;GASOLINA C
BADUC-PRESET-11;5095;BADUC;ILHA-06;T;2;PRESET-11;DIESEL B S500
BADUC-PRESET-12;5095;BADUC;ILHA-06;T;2;PRESET-12;DIESEL B S10
BADUC-PRESET-13;5095;BADUC;ILHA-07;B;1;PRESET-13;GASOLINA C
BADUC-PRESET-14;5095;BADUC;ILHA-07;B;1;PRESET-14;DIESEL B S10
BADUC-PRESET-15;5095;BADUC;ILHA-07;B;1;PRESET-15;ETANOL HIDRATADO
BADUC-PRESET-20;5095;BADUC;ILHA-08;T;2;PRESET-20;GASOLINA PODIUM
BADUC-PRESET-21;5095;BADUC;ILHA-08;T;2;PRESET-21;DIESEL MARITIMO
BADUC-PRESET-25;5095;BADUC;ILHA-08;T;2;PRESET-25;DIESEL VERANA
BADUC-PRESET-22;5095;BADUC;ILHA-09;B;1;PRESET-22;GASOLINA C
BADUC-PRESET-23;5095;BADUC;ILHA-09;B;1;PRESET-23;DIESEL MARITIMO
BADUC-PRESET-24;5095;BADUC;ILHA-09;B;1;PRESET-24;ETANOL HIDRATADO
BADUC-PRESET-18;5095;BADUC;ILHA-10;T;2;PRESET-18;DIESEL MARITIMO
BADUC-PRESET-19;5095;BADUC;ILHA-10;T;2;PRESET-19;DIESEL B S10
BADUC-PRESET-26;5095;BADUC;ILHA-10;T;2;PRESET-26;DIESEL B S10
BADUC-PRESET-16;5095;BADUC;ILHA-14;T;2;PRESET-16;DIESEL B S10
BADUC-PRESET-17;5095;BADUC;ILHA-14;T;2;PRESET-17;BIODIESEL B100
BADUC-PRESET-27;5095;BADUC;ILHA-14;T;2;PRESET-27;DIESEL B S10
BAERI-PRESET-27;5064;BAERI;Descarga 1;D;2;PRESET-27;GASOLINA A
BAERI-PRESET-28;5064;BAERI;Descarga 1;D;2;PRESET-28;GASOLINA A
BAERI-PRESET-11;5064;BAERI;Ilha 10;T;2;PRESET-11;DIESEL B S10
BAERI-PRESET-12;5064;BAERI;Ilha 10;T;2;PRESET-12;GASOLINA C
BAERI-PRESET-13;5064;BAERI;Ilha 10;T;2;PRESET-13;ETANOL HIDRATADO
BAERI-PRESET-14;5064;BAERI;Ilha 11;T;2;PRESET-14;DIESEL B S10
BAERI-PRESET-15;5064;BAERI;Ilha 11;T;2;PRESET-15;GASOLINA C
BAERI-PRESET-16;5064;BAERI;Ilha 11;T;2;PRESET-16;ETANOL HIDRATADO
BAERI-PRESET-17;5064;BAERI;Ilha 12;T;2;PRESET-17;DIESEL B S10
BAERI-PRESET-18;5064;BAERI;Ilha 13;B;1;PRESET-18;DIESEL B S10
BAERI-PRESET-19;5064;BAERI;Ilha 13;B;1;PRESET-19;GASOLINA C
BAERI-PRESET-20;5064;BAERI;Ilha 13;B;1;PRESET-20;ETANOL HIDRATADO
BAERI-PRESET-21;5064;BAERI;Ilha 14;B;1;PRESET-21;DIESEL B S10
BAERI-PRESET-22;5064;BAERI;Ilha 15;B;1;PRESET-22;DIESEL B S500
BAERI-PRESET-23;5064;BAERI;Ilha 15;B;1;PRESET-23;GASOLINA C
BAERI-PRESET-24;5064;BAERI;Ilha 15;B;1;PRESET-24;ETANOL HIDRATADO
BAERI-PRESET-29;5064;BAERI;Ilha 17;B;1;PRESET-29;GASOLINA PODIUM
BAERI-PRESET-01;5064;BAERI;Ilha 4;T;2;PRESET-01;DIESEL B S500
BAERI-PRESET-02;5064;BAERI;Ilha 4;T;2;PRESET-02;DIESEL B S10
BAERI-PRESET-03;5064;BAERI;Ilha 6;T;2;PRESET-03;DIESEL B S500
BAERI-PRESET-04;5064;BAERI;Ilha 6;T;2;PRESET-04;ETANOL ANIDRO
BAERI-PRESET-06;5064;BAERI;Ilha 7;T;1;PRESET-06;DIESEL B S10
BAERI-PRESET-07;5064;BAERI;Ilha 8;T;1;PRESET-07;DIESEL B S10
BAERI-PRESET-08;5064;BAERI;Ilha 9;T;2;PRESET-08;DIESEL B S500
BAERI-PRESET-09;5064;BAERI;Ilha 9;T;2;PRESET-09;GASOLINA C
BAERI-PRESET-10;5064;BAERI;Ilha 9;T;2;PRESET-10;ETANOL HIDRATADO
BAFOR-TCD1TEFOR;5029;BAFOR;Descarga 1;D;2;TCD1TEFOR;PRODUTO NÃO DETECTADO
BAFOR-PRESET-13;5029;BAFOR;Ilha 0;T;2;PRESET-13;ETANOL HIDRATADO
BAFOR-PRESET-14;5029;BAFOR;Ilha 0;T;2;PRESET-14;DIESEL B S10
BAFOR-PRESET-15;5029;BAFOR;Ilha 0;T;2;PRESET-15;GASOLINA C
BAFOR-PRESET-01;5029;BAFOR;Ilha 1;T;2;PRESET-01;ETANOL HIDRATADO
BAFOR-PRESET-02;5029;BAFOR;Ilha 1;T;2;PRESET-02;DIESEL B S10
BAFOR-PRESET-03;5029;BAFOR;Ilha 1;T;2;PRESET-03;GASOLINA C
BAFOR-PRESET-04;5029;BAFOR;Ilha 2;T;2;PRESET-04;ETANOL HIDRATADO
BAFOR-PRESET-05;5029;BAFOR;Ilha 2;T;2;PRESET-05;DIESEL B S10
BAFOR-PRESET-06;5029;BAFOR;Ilha 2;T;2;PRESET-06;GASOLINA C
BAFOR-PRESET-07;5029;BAFOR;Ilha 3;T;2;PRESET-07;ETANOL HIDRATADO
BAFOR-PRESET-08;5029;BAFOR;Ilha 3;T;2;PRESET-08;DIESEL B S10
BAFOR-PRESET-09;5029;BAFOR;Ilha 3;T;2;PRESET-09;GASOLINA C
BAFOR-PRESET-10;5029;BAFOR;Ilha 4;T;2;PRESET-10;JET-A
BAFOR-PRESET-11;5029;BAFOR;Ilha 4;T;2;PRESET-11;JET-A
BAFOR-PRESET-12;5029;BAFOR;Ilha 4;T;2;PRESET-12;DIESEL MARITIMO
BAFOR-PRESET-16;5029;BAFOR;Ilha 5;T;2;PRESET-16;GASOLINA C
BAFOR-PRESET-17;5029;BAFOR;Ilha 5;T;2;PRESET-17;DIESEL B S10
BAFOR-PRESET-18;5029;BAFOR;Ilha 6;T;2;PRESET-18;PRODUTO NÃO DETECTADO
BAGAM-PRESET-05;5099;BAGAM;BOTTOM 1;B;1;PRESET-05;DIESEL B S10
BAGAM-PRESET-06;5099;BAGAM;BOTTOM 1;B;1;PRESET-06;DIESEL MARITIMO
BAGAM-PRESET-07;5099;BAGAM;BOTTOM 1;B;1;PRESET-07;ETANOL HIDRATADO
BAGAM-PRESET-08;5099;BAGAM;BOTTOM 1;B;1;PRESET-08;GASOLINA C
BAGAM-PRESET-18;5099;BAGAM;BOTTOM 1;B;1;PRESET-18;DIESEL B S500
BAGAM-PRESET-09;5099;BAGAM;BOTTOM 2;B;1;PRESET-09;DIESEL B S10
BAGAM-PRESET-10;5099;BAGAM;BOTTOM 2;B;1;PRESET-10;JET-A
BAGAM-PRESET-11;5099;BAGAM;BOTTOM 2;B;1;PRESET-11;ETANOL HIDRATADO
BAGAM-PRESET-12;5099;BAGAM;BOTTOM 2;B;1;PRESET-12;GASOLINA C
BAGAM-PRESET-19;5099;BAGAM;BOTTOM 2;B;1;PRESET-19;DIESEL B S500
BAGAM-PRESET-13;5099;BAGAM;BOTTOM 3;B;1;PRESET-13;DIESEL B S500
BAGAM-PRESET-14;5099;BAGAM;BOTTOM 3;B;1;PRESET-14;DIESEL B S10
BAGAM-PRESET-15;5099;BAGAM;BOTTOM 3;B;1;PRESET-15;DIESEL MARITIMO
BAGAM-PRESET-16;5099;BAGAM;BOTTOM 3;B;1;PRESET-16;JET-A
BAGAM-PRESET-20;5099;BAGAM;BOTTOM 3;B;1;PRESET-20;GASOLINA C
BAGAM-PRESET-21;5099;BAGAM;BOTTOM 4;B;1;PRESET-21;DIESEL B S10
BAGAM-PRESET-22;5099;BAGAM;BOTTOM 4;B;1;PRESET-22;DIESEL B S500
BAGAM-PRESET-23;5099;BAGAM;BOTTOM 4;B;1;PRESET-23;GASOLINA C
BAGAM-PRESET-24;5099;BAGAM;BOTTOM 4;B;1;PRESET-24;GASOLINA C
BAGAM-PRESET-25;5099;BAGAM;BOTTOM 4;B;1;PRESET-25;ETANOL HIDRATADO
BAGAM-PRESET-26;5099;BAGAM;BOTTOM 5;B;1;PRESET-26;DIESEL B S10
BAGAM-PRESET-27;5099;BAGAM;BOTTOM 5;B;1;PRESET-27;DIESEL B S500
BAGAM-PRESET-28;5099;BAGAM;BOTTOM 5;B;1;PRESET-28;GASOLINA C
BAGAM-PRESET-29;5099;BAGAM;BOTTOM 5;B;1;PRESET-29;GASOLINA C
BAGAM-PRESET-30;5099;BAGAM;BOTTOM 5;B;1;PRESET-30;ETANOL HIDRATADO
BAGAM-TCD1TEGAM;5099;BAGAM;Descarga1;D;2;TCD1TEGAM;PRODUTO NÃO DETECTADO
BAGAM-TCD2TEGAM;5099;BAGAM;Descarga1;D;2;TCD2TEGAM;PRODUTO NÃO DETECTADO
BAGAM-PRESET-01;5099;BAGAM;Top 1;T;2;PRESET-01;DIESEL B S10
BAGAM-PRESET-02;5099;BAGAM;Top 1;T;2;PRESET-02;DIESEL B S500
BAGAM-PRESET-03;5099;BAGAM;Top 1;T;2;PRESET-03;ETANOL HIDRATADO
BAGAM-PRESET-04;5099;BAGAM;Top 1;T;2;PRESET-04;GASOLINA C
BAGAM-PRESET-17;5099;BAGAM;Top 1;T;2;PRESET-17;GASOLINA C
BAIBA-PRESET-01;5096;BAIBA;ILHA-01;B;2;PRESET-01;DIESEL B S10
BAIBA-PRESET-02;5096;BAIBA;ILHA-01;B;2;PRESET-02;DIESEL B S500
BAIBA-PRESET-03;5096;BAIBA;ILHA-01;B;2;PRESET-03;GASOLINA C
BAIBA-PRESET-04;5096;BAIBA;ILHA-01;B;2;PRESET-04;ETANOL HIDRATADO
BAIBA-PRESET-05;5096;BAIBA;ILHA-02;T;2;PRESET-05;DIESEL B S10 GRID
